hito1;hito2;hito3;hito4;seq1;seq2;seq3;seq4;c1;c2;c3;c4;p1;p2;p3;p4;nrc;exitosos;fallidos;envios;e0;e1;e2;e3;e4;e5;e6;e7;e8;e9;e10;e11;e12;e13;e14;e15;e16;e17;e18;e19;e20;e21;e22;e23;e24;e25;e26;e27;e28;e29;e30;e31;e32;e33;e34;e35;e36;e37;e38;e39;e40;e41;e42;e43;e44;e45;e46;e47;e48;e49;e50;e51;e52;programa;sol1;id
12.0;0.0;0;0;abacabadacbhbb;;;;:1:2:1:3:2:23:17;;;;:25:17:4:29:23:0:22;;;;1633;7;24;31;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;1.6;158
0;0;0;0;;;;;;;;;;;;;10471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;1.6;159
26.0;0.0;0;0;abacabadadacbhbbadadadabadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:7:18:35;;;;1633;14;17;31;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB22115;1.6;160
8.0;0;0;0;abacabadadad;;;;:1:2:1:3:3:3;;;;:25:17:4:26:29:10;;;;10474;6;10;16;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;1.6;161
0.0;0;0;0;;;;;;;;;;;;;10455;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.6;162
12.0;0;0;0;abacabadadbhbbad;;;;:1:2:1:3:3:23:17:3;;;;:25:17:4:26:29:0:22:10;;;;10460;8;8;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.6;163
0.0;0.0;0;0;;;;;;;;;;;;;10455;0;47;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.6;164
10.0;6.0;0;0;abacabacadbd;bdbbbd;;;:1:2:1:2:3:19;:19:17:19;;;:25:17:4:23:10:35;:6:1:44;;;10457;9;38;47;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;UNAB11500;1.6;165
0;0;0;0;;;;;;;;;;;;;10456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.6;166
0;0;0;0;;;;;;;;;;;;;10455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.6;167
0.0;0;0;0;;;;;;;;;;;;;10455;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.6;168
0.0;0.0;0;0;;;;;;;;;;;;;10453;0;31;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.6;169
0.0;0;0;0;;;;;;;;;;;;;10455;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.6;170
32.0;0.0;0;0;abacabadadacbhbbadadadabadbdadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35;;;;10468;16;15;31;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;1.6;171
12.0;0;0;0;abacabadadacbb;;;;:1:2:1:3:3:2:17;;;;:25:17:4:26:29:23:22;;;;10459;7;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;1.6;172
7.0;0.0;0;0;abacabadad;;;;:1:2:1:3:3;;;;:25:17:4:26:29;;;;10457;5;26;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.6;173
13.0;0;0;0;acabadbdadbd;;;;:2:1:3:19:3:19;;;;:17:4:32:13:18:35;;;;10475;6;10;16;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;1.7;174
10.0;0;0;0;abadadbhbbad;;;;:1:3:3:23:17:3;;;;:25:26:29:0:22:10;;;;10450;6;10;16;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.7;175
0.0;0;0;0;;;;;;;;;;;;;10469;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.7;176
0.0;0;0;0;;;;;;;;;;;;;10463;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.7;177
7.0;0.0;0;0;abacabadad;;;;:1:2:1:3:3;;;;:25:17:4:26:29;;;;10455;5;26;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.7;178
0.0;0;0;0;;;;;;;;;;;;;10476;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;1.8;179
15.0;0;0;0;abacabadacbbadad;;;;:1:2:1:3:2:17:3:3;;;;:25:17:4:29:23:22:42:32;;;;10460;8;8;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.8;180
26.0;0.0;0;0;abacabadadacbhbbadadadabadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:7:18:35;;;;10467;14;17;31;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;1.8;181
4.0;0;0;0;ababad;;;;:1:1:3;;;;:25:4:26;;;;10463;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.8;182
7.0;0;0;0;ababacad;;;;:1:1:2:3;;;;:25:4:23:3;;;;10473;4;12;16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;1.8;183
5.0;0;0;0;abacabad;;;;:1:2:1:3;;;;:25:17:4:26;;;;10464;4;12;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.8;184
0;0;0;0;;;;;;;;;;;;;10450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;1.9;185
15.0;0;0;0;abacabadadacbhbbad;;;;:1:2:1:3:3:2:23:17:3;;;;:25:17:4:26:29:23:0:22:10;;;;10453;9;7;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;1.9;186
2.0;0;0;0;acab;;;;:2:1;;;;:17:4;;;;10475;2;14;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB21500;2;187
16.0;0;0;0;abacabadadacbhbbad;;;;:1:2:1:3:3:2:23:17:3;;;;:25:17:4:26:29:23:0:22:3;;;;10473;9;7;16;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2;188
0;0;0;0;;;;;;;;;;;;;10462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2;189
1.0;0;0;0;ab;;;;:1;;;;:4;;;;10450;1;15;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2;190
4.0;0;0;0;abacad;;;;:1:2:3;;;;:25:17:26;;;;10476;3;13;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.1;191
0;0;0;0;;;;;;;;;;;;;10470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.1;192
17.0;0.0;0;0;abacabadadacbhbbadad;;;;:1:2:1:3:3:2:23:17:3:3;;;;:25:17:4:26:29:23:0:22:10:18;;;;10455;10;21;31;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.1;193
21.0;0;0;0;acabadadacbhbbadabadbd;;;;:2:1:3:3:2:23:17:3:1:3:19;;;;:17:4:26:29:23:0:22:10:7:32:13;;;;10463;11;5;16;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.1;194
6.0;0;0;0;abacabad;;;;:1:2:1:3;;;;:25:17:4:42;;;;10472;4;12;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.1;195
11.0;0;0;0;abadbhadadad;;;;:1:3:23:3:3:3;;;;:4:26:0:10:3:42;;;;10471;6;26;32;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB21500;2.2;196
0.0;0;0;0;;;;;;;;;;;;;1635;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.2;197
5.0;0;0;0;abadbb;;;;:1:3:17;;;;:25:26:22;;;;1633;3;13;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.2;198
0;0;0;0;;;;;;;;;;;;;1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.2;199
3.0;0;0;0;abacab;;;;:1:2:1;;;;:25:17:4;;;;1633;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.2;200
23.0;0.0;0;0;abacabadadacbhbbadadadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:35;;;;10471;12;19;31;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB22510;2.2;201
8.0;0.0;0;0;abacabadbbad;;;;:1:2:1:3:17:3;;;;:25:17:4:26:22:10;;;;1633;6;25;31;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22115;2.2;202
8.0;0;0;0;abacabadbhad;;;;:1:2:1:3:23:3;;;;:25:17:4:26:0:10;;;;10474;6;10;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB22100;2.2;203
26.0;0;0;0;abacabadadacbhbbadadadadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:32:13;;;;10465;13;3;16;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12510;2.2;204
0.0;0;0;0;;;;;;;;;;;;;10458;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;205
0;0;0;0;;;;;;;;;;;;;10450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;206
0;0;0;0;;;;;;;;;;;;;10453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;207
2.0;0.0;0;0;bb;;;;:17;;;;:22;;;;10456;1;30;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;208
16.0;0.0;0;0;abacadadacadadad;;;;:1:2:3:3:2:3:3:3;;;;:25:17:26:29:23:3:42:18;;;;10459;8;23;31;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.2;209
3.0;0;0;0;abacab;;;;:1:2:1;;;;:25:17:4;;;;10463;3;13;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;210
7.0;0;0;0;abacabbbad;;;;:1:2:1:17:3;;;;:25:17:4:22:3;;;;10456;5;11;16;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;211
0;0;0;0;;;;;;;;;;;;;10463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;212
8.0;0;0;0;abacabadac;;;;:1:2:1:3:2;;;;:25:17:4:26:23;;;;10470;5;11;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.2;213
0;0;0;0;;;;;;;;;;;;;10463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;214
0;0;0;0;;;;;;;;;;;;;10463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;215
5.0;0.0;0;0;abacabad;;;;:1:2:1:3;;;;:25:17:4:26;;;;10453;4;27;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;216
25.0;0.0;0;0;abacabadadacbhbbadadabadadbd;;;;:1:2:1:3:3:2:23:17:3:3:1:3:3:19;;;;:25:17:4:26:29:23:0:22:10:3:7:32:18:35;;;;10453;14;17;31;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;217
0;0;0;0;;;;;;;;;;;;;10457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;218
0;0;0;0;;;;;;;;;;;;;10462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;219
1.0;0;0;0;ac;;;;:2;;;;:17;;;;10454;1;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;220
15.0;0;0;0;abacabadadacbhbbad;;;;:1:2:1:3:3:2:23:17:3;;;;:25:17:4:26:29:23:0:22:10;;;;10455;9;7;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;221
8.0;0.0;0;0;abacabacbb;;;;:1:2:1:2:17;;;;:25:17:4:23:22;;;;10457;5;26;31;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;222
20.0;0;0;0;abacabadadacbhbbadadad;;;;:1:2:1:3:3:2:23:17:3:3:3;;;;:25:17:4:26:29:23:0:22:10:3:42;;;;10453;11;5;16;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;223
11.0;0;0;0;ababadacadad;;;;:1:1:3:2:3:3;;;;:25:4:26:23:10:42;;;;10456;6;10;16;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;224
10.0;0.0;0;0;abacabbbadbd;;;;:1:2:1:17:3:19;;;;:25:17:4:22:3:35;;;;10456;6;25;31;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;225
8.0;0.0;0;0;abadbbbd;;;;:1:3:17:19;;;;:25:26:22:35;;;;10457;4;27;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;226
15.0;0.0;0;0;abacabadadacbhbbad;;;;:1:2:1:3:3:2:23:17:3;;;;:25:17:4:26:29:23:0:22:10;;;;10460;9;22;31;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;227
0;0;0;0;;;;;;;;;;;;;10470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.2;228
8.0;0.0;0;0;abacacbbad;;;;:1:2:2:17:3;;;;:25:17:23:22:10;;;;10455;5;26;31;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;229
10.0;0;0;0;abacabadadbbad;;;;:1:2:1:3:3:17:3;;;;:25:17:4:26:29:22:10;;;;10456;7;9;16;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;230
0;0;0;0;;;;;;;;;;;;;10460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;231
28.0;0.0;0;0;abacabadadacbhbbadadadabadadbd;;;;:1:2:1:3:3:2:23:17:3:3:3:1:3:3:19;;;;:25:17:4:26:29:23:0:22:10:3:42:7:32:18:35;;;;10453;15;16;31;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;232
17.0;0;0;0;abacabadadacbhbbadad;;;;:1:2:1:3:3:2:23:17:3:3;;;;:25:17:4:26:29:23:0:22:10:18;;;;10455;10;6;16;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB11500;2.2;233
8.0;0;0;0;abadbbbd;;;;:1:3:17:19;;;;:25:26:22:35;;;;10457;4;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12100;2.2;234
2.0;0;0;0;abab;;;;:1:1;;;;:25:4;;;;10469;2;14;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNAB12210;2.2;235
