rut,t1,r1,p1,s1,l1,t2,r2,p2,s2,l2,t3,r3,p3,s3,l3,t4,r4,p4,s4,l4,t5,r5,p5,s5,l5,t6,r6,p6,s6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
386,691.978.793,1,8,[2 3 3 3 3 0 3 ] [1 2 ],9,44.736.807,1,3,[2 3 3 3 3 3 0 0 0 0 ] [],10,482.717.604,1,30,[3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 2 1 2 2 2 2 2 1 1 1 1 3 3 3 1 1 1 2 ] [],34,457.538.803,1,12,[2 2 2 0 0 0 2 0 0 2 2 2 2 ] [],13,748.504.823,3,11,[1 1 1 1 2 2 2 2 2 2 2 0 0 ] [],13,36.649.831,1,6,[0 0 0 0 2 2 2 2 2 2 3 3 0 0 ] [],14,0,1,0,0,0,0,1,1,0,1,1,1,93,3.194.606.403,70,1.845.151.888,11,7,5,4,3,INGENIERIA CIVIL INDUSTRIAL,1,R
109,81.262.376,1,8,[3 3 3 0 0 0 3 3 3 3 ] [],10,61.895.615,1,11,[2 3 3 3 3 3 0 0 0 0 ] [],10,920.114.813,1,25,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 ],24,432.307.587,1,10,[2 2 2 2 2 2 2 0 0 2 ] [],10,1.149.760.556,3,19,[1 2 2 2 2 2 2 2 ] [],8,1.041.258.137,2,8,[0 0 0 0 2 2 2 2 2 ] [1 1 2 ],12,0,1,0,1,1,0,1,1,0,1,1,1,74,4.975.021.003,81,1.781.588.675,6,3,4,2,1,INGENIERIA CIVIL INDUSTRIAL,6.8,A
182,1.071.421.917,1,12,[0 0 0 0 3 0 1 2 2 1 3 1 ] [2 2 2 2 2 ],17,1.126.983.553,1,20,[2 2 2 3 3 3 3 3 ] [3 3 0 2 1 1 3 1 1 1 1 1 0 0 2 2 2 ],25,834.983.063,1,19,[0 3 0 0 0 0 2 ] [3 0 0 2 2 2 2 2 0 2 ],17,846.359.004,2,20,[2 2 0 0 2 2 ] [3 3 3 3 ],10,44.443.604,1,4,[1 2 2 1 1 2 2 2 ] [1 1 3 3 ],12,582.312.657,1,3,[2 2 3 3 0 0 ] [1 1 1 1 3 3 3 3 ],14,0,0,0,1,0,0,1,0,0,1,1,1,95,4.906.496.234,78,2.091.210.835,6,3,4,1,2,INGENIERIA CIVIL INDUSTRIAL,7,A
192,9.358.326.197,3,6,[3 0 3 3 0 ] [2 2 ],7,42.049.929,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,135.566.581,2,8,[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ],17,1.089.499.174,5,10,[2 2 2 2 0 0 2 2 2 2 ] [],10,45.266.466,2,7,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,31.766.594,1,3,[0 0 0 0 2 2 0 0 2 2 ] [],10,1,1,0,1,0,1,1,1,0,1,1,1,66,4.571.827.494,39,1.357.865.347,10,6,5,3,3,INGENIERIA CIVIL INDUSTRIAL,7,A
255,445.746.764,1,1,[3 3 3 0 0 ] [2 2 ],7,40.340.479,1,6,[2 3 3 3 3 ] [1 1 1 1 2 ],10,85.848.713,1,12,[3 0 0 0 0 0 2 0 0 3 1 1 3 3 3 3 ] [3 0 0 ],19,61.877.646,1,8,[2 2 0 0 2 2 2 2 2 ] [1 1 3 3 2 0 0 ],16,486.421.163,2,5,[1 2 2 2 2 2 2 2 ] [],8,28.288.452,1,5,[2 2 0 0 2 2 0 0 0 ] [1 ],10,1,1,0,0,1,1,1,1,0,0,1,1,70,3.095.720.827,37,1.266.924.565,9,6,4,4,3,INGENIERIA CIVIL INFORMATICA,4.2,A
257,3.548.870.197,1,1,[3 3 3 ] [2 2 1 1 ],7,2.412.791.117,4,18,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.122.762.963,1,4,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,504.741.597,1,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,45.057.713,1,3,[1 2 2 ] [3 3 3 3 3 ],8,61.408.144,1,4,[2 2 0 1 0 0 2 ] [1 1 1 1 3 ],12,1,1,1,1,1,0,1,1,1,1,1,1,63,5.459.841.267,33,1.358.979.209,8,5,3,3,3,INGENIERIA CIVIL INFORMATICA,6.1,A
317,6.524.485.237,1,3,[3 3 0 3 3 1 1 2 ] [1 1 1 1 2 2 ],14,48.544.386,1,13,[2 3 3 3 3 3 0 0 3 3 3 2 0 0 2 ] [],15,866.682.446,2,21,[3 0 0 0 0 0 2 3 1 3 3 3 3 1 1 2 ] [],16,794.801.424,3,16,[2 2 0 0 0 0 2 2 2 2 2 2 ] [],12,468.982.343,1,4,[1 2 2 2 2 2 2 2 ] [],8,260.708.463,1,5,[2 2 0 0 2 2 0 0 0 0 ] [],10,0,0,1,0,1,1,1,1,1,1,1,1,75,352.906.706,62,1.541.590.084,9,7,3,4,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
355,2.741.065.234,1,1,[3 3 0 ] [2 2 2 1 ],7,1.956.952.496,7,24,[2 3 2 3 3 3 3 3 ] [1 1 1 1 ],12,1.015.513.584,1,2,[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,89.038.869,2,6,[2 2 0 0 2 2 2 2 2 2 2 2 ] [3 2 ],14,38.521.803,1,2,[1 2 2 2 2 2 2 2 ] [],8,60.660.536,2,5,[2 2 0 0 0 0 2 2 ] [1 1 ],10,1,0,1,0,1,1,1,1,1,1,1,1,67,5.128.784.684,40,1.433.664.901,9,6,3,4,3,INGENIERIA CIVIL INFORMATICA,6.4,A
357,1.881.419.633,3,10,[3 0 0 ] [2 2 2 2 ],7,72.083.404,1,5,[2 3 3 3 3 3 ] [1 1 3 3 1 1 2 2 ],14,1.223.065.203,1,5,[0 3 0 0 0 0 2 2 3 ] [3 0 0 2 2 2 0 2 ],17,86.230.951,2,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,65.635.534,1,3,[1 2 2 2 ] [3 3 3 3 3 2 ],10,58.220.471,1,3,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,0,0,1,0,0,1,1,0,1,1,1,72,5.926.188.436,29,1.522.872.211,7,4,3,3,3,INGENIERIA CIVIL INFORMATICA,6.2,A
361,2.744.367.533,1,3,[3 3 3 3 ] [1 1 2 ],7,49.801.456,1,4,[2 3 3 3 3 2 2 3 3 ] [2 2 2 1 1 1 1 2 ],17,87.082.304,2,6,[3 0 0 0 0 0 2 2 3 ] [3 0 0 2 2 2 2 0 ],17,857.487.103,2,9,[2 2 0 0 2 2 3 ] [3 3 3 3 3 ],12,38.531.163,1,2,[1 2 2 ] [3 3 3 3 3 ],8,802.296.814,1,8,[2 2 3 3 0 0 3 2 ] [1 1 1 1 3 3 3 ],15,1,0,0,0,1,0,1,0,0,1,1,0,76,36.883.699,32,1.389.074.228,10,6,5,2,3,INGENIERIA CIVIL INDUSTRIAL,4.8,A
382,302.106.511,0,8,[0 3 3 3 3 0 3 ] [],7,791.728.783,1,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.302.378.277,1,38,[3 0 0 0 0 0 2 0 3 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 2 0 0 0 0 ],39,76.157.243,1,17,[1 2 2 0 0 2 2 2 2 2 1 1 3 ] [1 1 3 3 ],17,61.312.327,1,12,[1 2 2 ] [1 1 3 3 3 3 3 0 0 ],12,50.732.617,1,10,[2 2 0 0 0 0 2 2 0 0 ] [],10,1,1,0,0,0,1,1,1,0,0,1,1,95,799.719.404,95,2.493.582.259,4,3,2,0,1,INGENIERIA CIVIL INDUSTRIAL,6.6,A
383,2.521.520.033,2,36,[3 0 1 1 1 1 1 ] [2 2 2 2 1 1 1 1 1 ],16,95.023.443,1,10,[2 3 3 3 3 3 1 1 ] [1 1 1 1 1 1 ],14,3.649.342.643,6,33,[3 0 0 0 0 0 0 2 3 1 3 3 3 3 ] [3 0 0 ],17,494.609,1,7,[2 2 0 0 2 2 2 2 2 2 ] [],10,45.945.786,1,6,[1 2 2 2 3 2 2 2 2 2 2 ] [2 ],12,52.543.057,1,6,[2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [],14,0,0,0,1,0,0,1,1,0,1,1,1,83,8.600.594.536,98,2.378.974.466,10,6,5,3,1,INGENIERIA CIVIL INFORMATICA,6.2,A
391,56.616.531,2,2,[0 3 0 ] [2 2 2 2 ],7,1.375.024.336,7,18,[2 3 3 3 3 ] [1 1 1 1 2 ],10,913.840.307,3,28,[3 0 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ],16,49.374.345,2,17,[2 2 0 0 2 2 2 2 2 2 ] [],10,289.352.293,1,12,[2 1 1 0 2 2 2 2 2 2 2 ] [1 0 ],13,254.725.107,1,12,[2 2 0 0 2 2 0 0 0 0 2 ] [2 ],12,1,1,1,1,0,0,1,1,1,1,1,1,68,3.892.850.803,89,1.630.589.501,8,4,3,3,3,INGENIERIA CIVIL INFORMATICA,5.8,A
396,3.501.527.667,1,2,[3 3 3 ] [2 2 1 1 ],7,8.625.477.833,2,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.502.948.487,5,35,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,1.110.495.416,2,21,[3 0 0 1 1 2 2 0 0 2 ] [1 1 3 3 3 3 0 0 3 0 ],20,466.872.157,1,3,[1 2 2 1 0 ] [3 3 3 3 3 ],10,44.486.385,1,8,[2 2 2 3 0 0 2 2 2 3 ] [1 1 1 1 ],14,1,1,1,0,0,0,1,1,1,0,1,1,77,573.788.046,79,1.890.740.891,8,5,4,2,3,INGENIERIA CIVIL INDUSTRIAL,7,A
436,7.379.065.997,2,7,[3 3 3 1 ] [1 2 2 1 3 1 2 ],11,474.819,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,6.354.256,1,16,[3 0 0 0 0 0 2 3 2 ] [3 0 0 2 2 2 2 0 2 ],18,887.828.534,2,16,[2 2 2 2 0 0 2 2 2 ] [3 ],10,575.890.333,3,20,[1 2 2 2 2 2 ] [3 3 ],8,2.372.456,1,14,[2 2 3 3 0 0 2 2 2 2 0 0 0 ] [1 ],14,0,1,0,1,1,0,1,1,0,1,1,1,71,3.549.115.667,76,1.565.570.942,5,3,2,2,1,INGENIERIA CIVIL INFORMATICA,6.3,A
64,6.290.523.437,1,8,[1 3 0 0 3 3 ] [0 2 2 1 ],10,40.598.364,1,3,[2 3 3 3 3 3 ] [1 1 1 1 1 0 ],12,1.178.969.583,2,12,[0 3 0 0 0 0 2 3 1 3 3 3 3 ] [3 0 0 ],16,163.726.782,2,9,[2 2 0 0 2 2 ] [1 1 3 3 3 3 0 0 0 1 ],16,55.642.001,1,5,[1 1 3 3 3 3 0 2 2 ] [1 1 3 3 3 3 3 0 0 ],18,57.757.252,1,6,[2 2 0 0 2 2 2 ] [2 2 2 1 1 2 2 1 1 1 1 3 3 3 ],21,0,0,1,0,0,0,1,1,1,0,0,0,93,4.985.265.917,43,1.852.485.744,3,2,0,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,5.9,A
74,105.833.988,2,11,[0 0 3 3 3 1 3 3 ] [1 ],9,76.417.217,1,6,[2 3 3 3 3 3 0 0 0 ] [1 ],10,3.479.689.067,1,14,[3 0 0 0 0 0 2 2 3 1 1 1 3 3 3 1 1 1 3 3 3 3 3 3 3 0 0 0 0 0 2 2 2 0 2 0 ] [3 3 0 0 2 0 0 0 3 3 3 ],47,65.550.438,1,5,[2 2 0 0 0 2 2 2 2 2 2 ] [2 ],12,1.877.842.583,2,8,[1 1 1 2 2 0 0 1 1 2 2 2 2 2 ] [1 1 ],16,55.333.741,1,4,[2 2 0 0 2 2 0 0 0 ] [1 ],10,0,1,0,0,0,1,1,1,0,1,0,1,104,838.888.549,48,2.386.796.314,6,4,3,1,1,INGENIERIA CIVIL INDUSTRIAL,6.8,A
79,33.745.973,1,1,[3 3 3 0 0 ] [2 2 0 ],8,80.659.264,2,7,[2 3 3 3 3 3 ] [2 1 1 1 1 1 0 ],13,133.257.258,3,17,[3 0 0 0 0 0 2 2 3 1 ] [3 0 0 2 2 2 2 ],17,50.929.785,1,5,[2 2 2 3 0 0 2 2 ] [3 3 3 3 ],12,36.448.611,1,3,[1 2 2 ] [1 0 3 3 3 3 3 ],10,32.920.309,1,5,[2 2 0 0 2 3 ] [1 1 1 1 3 3 ],12,0,0,0,0,0,0,1,1,0,1,1,1,72,3.679.612,38,1.361.256.936,10,6,4,4,3,INGENIERIA CIVIL INFORMATICA,6.8,A
87,430.840.734,1,4,[3 3 3 0 0 3 3 ] [],7,642.179.133,1,11,[2 2 3 3 3 3 3 3 0 0 0 ] [1 ],12,517.680.933,1,5,[3 0 0 0 0 0 2 3 1 3 3 3 3 1 1 2 ] [],16,1.752.870.934,3,31,[2 2 0 0 2 2 1 1 2 2 2 0 0 2 ] [],14,375.672.933,1,8,[0 ] [1 1 3 3 3 3 3 0 0 0 0 3 3 ],14,333.008.133,1,7,[2 2 0 0 2 2 0 0 0 0 ] [],10,1,0,1,0,0,1,1,1,1,1,1,1,73,40.522.528,66,1.584.710.964,9,5,5,2,2,INGENIERIA INDUSTRIAL,6.4,A
95,1.006.181.967,3,9,[3 3 3 3 ] [1 1 2 ],7,41.209.548,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,207.862.966,8,4,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,49.401.546,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,46.554.365,1,3,[1 2 2 2 3 2 ] [3 3 3 3 ],10,48.302.791,1,2,[2 2 0 ] [1 1 1 1 3 3 1 ],10,1,1,1,1,0,1,1,1,1,1,1,1,63,4.939.494.127,23,1.247.499.977,8,5,5,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,6.6,A
113,5.286.419.533,1,2,[3 3 0 3 ] [2 2 1 ],7,8.491.274,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.451.432.827,2,8,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,19.457.427,3,5,[2 2 2 2 0 0 1 ] [1 1 3 3 3 3 0 ],14,2.417.221.573,4,5,[1 2 2 2 2 2 ] [3 3 ],8,102.594.968,1,3,[2 2 3 3 0 0 2 2 2 0 0 2 2 ] [1 1 1 1 3 2 2 ],20,1,1,1,0,1,0,1,1,1,1,1,0,75,8.218.116.133,27,1.779.556.875,8,6,4,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.1,A
115,2.330.110.334,1,2,[3 3 3 0 ] [2 2 1 ],7,7.187.269.133,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,103.836.676,2,8,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,574.180.257,2,3,[2 2 2 2 0 0 ] [3 3 3 3 ],10,551.481.273,2,4,[1 2 2 2 2 2 ] [3 3 ],8,425.961.793,1,7,[2 2 0 0 0 0 2 ] [1 1 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,354.172.803,28,1.111.404.787,8,5,3,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.5,A
119,3.859.353.997,1,2,[3 3 3 0 0 ] [2 2 ],7,4.482.104,1,5,[2 3 3 3 3 3 0 0 ] [1 1 ],10,59.810.225,1,7,[3 0 0 0 0 0 2 3 1 3 3 3 3 ] [3 0 0 0 ],17,87.121.587,1,6,[1 1 3 3 2 ] [1 1 3 3 3 3 3 1 1 3 3 3 3 0 0 0 3 3 3 3 ],25,52.555.673,1,4,[1 2 2 ] [1 1 3 3 3 3 3 3 2 0 0 ],14,81.387.212,2,5,[2 2 2 3 0 0 2 2 0 0 0 0 ] [],12,1,1,0,0,0,0,1,1,0,0,1,1,85,364.289.277,29,1.509.711.106,4,2,1,1,2,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
143,169.004.362,1,17,[2 1 3 3 0 0 0 3 0 1 ] [2 1 2 2 1 1 1 1 3 3 1 2 0 0 2 ],25,586.499.123,1,3,[2 3 3 3 3 3 3 2 ] [1 1 1 1 ],12,26.901.693,3,17,[0 3 0 0 0 0 0 2 3 1 1 0 ] [3 3 0 0 0 2 2 2 2 ],21,1.555.998.477,2,10,[2 2 2 2 2 2 0 0 2 3 3 3 0 0 0 0 1 1 2 2 2 ] [2 3 ],23,1.182.851.866,3,10,[3 1 1 1 1 0 ] [1 1 1 3 3 3 3 3 0 0 0 3 1 3 3 1 ],22,702.833.744,2,9,[0 0 0 0 0 1 2 2 2 2 2 1 ] [1 1 2 ],15,0,0,0,0,0,0,0,1,0,0,0,0,118,840.839.613,66,2.722.048.198,8,6,2,4,3,INGENIERIA CIVIL INDUSTRIAL,6.5,A
185,752.981.677,1,18,[0 0 3 3 2 2 3 3 3 1 3 3 0 ] [],13,39.640.816,1,10,[2 3 3 3 3 3 0 0 0 0 ] [],10,723.657.497,1,40,[3 0 0 0 0 0 2 3 1 1 1 1 1 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 ],36,42.806.328,1,15,[2 2 2 2 0 0 3 3 1 1 2 2 0 0 2 2 2 2 ] [],18,842.623.363,1,13,[2 3 0 1 1 2 2 1 1 ] [2 3 0 1 1 1 2 3 3 3 3 3 3 ],22,658.341.173,1,9,[2 3 0 1 2 2 3 3 0 0 2 2 2 2 0 0 ] [2 3 0 1 2 1 3 2 ],24,0,1,0,0,0,0,1,1,0,0,0,0,123,380.207.515,105,2.596.243.249,5,1,3,1,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.9,A
213,809.740.903,1,9,[3 3 3 ] [2 2 1 1 ],7,74.897.716,2,16,[2 3 3 3 3 3 ] [1 1 1 1 ],10,3.337.683.657,4,49,[0 3 0 0 0 0 2 0 ] [3 0 0 2 2 2 2 0 2 2 0 ],19,79.701.608,1,10,[2 2 2 2 2 2 2 ] [1 1 3 1 ],11,839.222.303,2,9,[1 2 2 2 2 2 ] [3 3 ],8,1.334.684.904,3,17,[0 0 0 0 2 ] [1 1 3 3 3 ],10,1,1,0,0,1,1,1,1,0,1,1,1,65,7.867.325.007,110,2.094.939.379,3,1,2,1,1,INGENIERIA CIVIL INDUSTRIAL,7,A
253,6.399.968.667,3,4,[] [2 2 2 2 2 1 1 ],7,1.202.880.733,2,12,[2 3 3 3 3 3 ] [1 1 1 1 ],10,7.087.292,1,14,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,626.099,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,5.281.444,1,2,[1 2 2 ] [3 3 3 3 3 ],8,834.034.867,2,4,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,4.539.885.067,38,12.689.856,7,4,3,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.8,A
258,45.983.764,1,1,[0 3 3 3 ] [2 2 1 ],7,9.305.143.697,2,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.947.427.094,4,5,[0 3 0 3 0 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 2 2 ],21,35.329.751,1,1,[2 2 2 2 2 2 2 ] [3 1 1 ],10,42.932.583,1,1,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,124.512.832,2,4,[2 2 0 0 2 2 ] [1 1 3 2 1 1 ],12,1,1,0,1,0,0,1,1,0,1,1,1,72,6.365.530.764,18,1.497.861.462,7,4,3,3,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
267,26.957.887,1,1,[3 ] [2 2 2 2 1 1 ],7,9.845.005.033,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,3.286.218.373,3,16,[0 3 0 0 0 0 2 0 3 3 3 3 1 1 3 3 3 3 1 1 2 ] [3 2 ],23,196.683.422,3,18,[2 2 0 0 2 2 0 0 2 2 3 3 3 1 1 2 2 2 2 3 ] [3 ],21,32.571.986,1,2,[1 2 2 2 2 2 2 2 ] [],8,35.521.196,1,3,[2 2 0 0 2 2 0 0 0 0 ] [],10,1,1,0,0,1,1,1,1,0,0,1,1,79,7.188.063.786,43,1.841.945.917,5,2,3,2,2,INGENIERIA CIVIL INFORMATICA,6.4,A
298,1.660.838.533,1,5,[3 3 0 ] [1 2 2 2 ],7,21.587.532,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,6.153.784.397,1,9,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,53.835.163,1,6,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,30.593.563,1,2,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,34.586.799,1,7,[2 2 0 0 0 0 1 ] [1 1 3 3 1 ],12,1,1,1,0,0,0,1,1,1,1,1,1,71,2.187.492.863,34,1.176.846.068,7,3,4,2,2,INGENIERIA CIVIL INFORMATICA,6.5,A
307,5.536.443,1,5,[0 0 3 3 3 1 3 3 0 ] [],9,8.670.377.897,1,12,[2 2 3 3 3 3 3 3 0 0 0 0 ] [],12,1.048.810.194,1,10,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 ] [3 0 0 2 0 0 3 3 ],24,764.441.136,1,7,[2 ] [1 1 3 3 3 3 0 0 3 3 1 1 3 ],14,47.866.997,1,6,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,574.138.507,1,5,[0 0 2 2 2 2 2 2 2 2 2 0 ] [2 2 2 2 1 1 1 ],19,0,0,0,0,0,0,1,1,0,1,1,0,90,4.286.741.897,45,1.749.540.945,10,7,4,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.6,A
342,3.123.428.667,1,2,[3 3 3 0 0 ] [2 2 ],7,1.875.348.534,6,11,[2 3 3 3 3 0 0 ] [1 1 1 1 2 ],12,16.120.586,2,15,[3 0 3 3 3 3 1 3 3 3 3 3 3 ] [3 0 0 2 0 0 3 3 3 3 3 0 0 1 1 1 1 1 1 ],32,8.781.962,1,11,[2 2 2 2 0 0 2 2 2 ] [1 1 1 3 3 2 2 0 0 3 ],19,380.874.267,1,6,[1 1 1 2 2 2 2 2 2 2 0 ] [1 ],12,671.981.666,3,9,[2 2 0 0 0 0 2 ] [1 1 3 ],10,1,0,0,0,0,1,1,1,0,0,1,1,92,5.730.802.134,54,1.975.885.645,7,3,4,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.2,A
347,8.944.954.437,1,9,[3 3 3 3 3 3 0 0 0 0 3 3 3 3 ] [],14,101.002.655,1,10,[2 3 3 3 3 3 0 0 1 1 1 1 1 1 ] [1 1 1 1 1 1 1 1 1 ],23,651.893.546,1,9,[] [3 3 3 3 3 0 0 0 0 2 0 0 0 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ],37,349.624.167,1,5,[2 2 2 2 2 2 2 2 0 0 0 2 2 2 ] [],14,270.299.182,5,42,[1 1 1 1 1 1 1 2 2 2 2 2 3 3 3 0 0 1 1 0 3 3 3 3 2 2 2 1 2 2 ] [1 1 1 1 1 3 3 3 3 3 2 2 ],42,58.504.876,1,13,[2 2 0 0 2 2 2 2 2 2 2 0 0 3 3 0 0 2 2 ] [2 2 2 2 2 ],24,0,0,0,0,0,0,1,0,0,1,0,0,154,6.194.080.287,88,3.216.828.173,4,2,2,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,5.8,A
379,591.633.953,1,6,[3 3 3 0 0 ] [2 2 ],7,46.214.369,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.429.097.177,1,9,[0 3 0 0 0 0 2 3 0 2 0 3 1 3 1 3 3 ] [3 0 0 2 ],21,52.764.181,1,2,[2 2 0 0 2 2 2 2 2 ] [3 ],10,381.148.647,1,2,[1 2 2 2 2 2 ] [3 3 ],8,435.145,1,2,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,0,1,1,1,1,1,0,1,1,1,66,3.826.810.277,24,1.194.072.061,9,5,5,1,2,INGENIERIA CIVIL INDUSTRIAL,7,A
385,4.789.316.667,6,72,[] [2 2 2 2 1 1 2 ],7,32.379.477,1,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,661.534.343,1,15,[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,34.039.426,1,7,[2 2 2 2 2 2 2 0 ] [3 1 ],10,259.256.863,1,10,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,43.297.626,1,10,[2 2 3 3 0 0 2 2 2 2 0 0 ] [1 1 ],14,1,1,1,1,0,0,1,1,1,1,1,1,69,6.807.273.163,120,2.117.669.851,6,2,4,1,2,INGENIERIA CIVIL INDUSTRIAL,6.8,A
415,2.857.993.433,1,2,[3 3 3 0 0 3 3 ] [],7,46.644.485,1,4,[2 3 3 3 3 3 0 0 ] [1 1 ],10,237.955.389,2,37,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 1 0 0 ],18,1.685.800.344,2,15,[2 2 0 0 2 2 1 ] [1 1 1 3 3 3 3 0 ],15,135.533.846,2,13,[1 2 2 1 1 2 1 2 1 ] [1 1 3 3 3 3 3 2 2 ],18,453.279.523,1,6,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,0,0,0,1,1,1,0,0,0,1,78,662.621.641,77,1.980.131.558,7,5,4,2,0,INGENIERIA CIVIL INFORMATICA,6.4,A
426,7.337.768.463,1,6,[3 3 3 0 ] [2 2 1 ],7,40.081.941,1,10,[2 3 3 3 3 ] [1 1 1 1 2 ],10,65.775.032,1,16,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,36.914.119,1,9,[2 2 0 0 2 2 ] [3 3 3 3 ],10,53.853.929,2,12,[1 2 2 2 ] [3 3 3 3 ],8,33.312.628,1,7,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,3.033.153.336,60,1.258.409.853,6,3,3,2,1,INGENIERIA EN COMPUTACION E INFORMATICA,6.9,A
432,1.137.115.923,1,21,[1 3 3 1 3 0 3 0 2 ] [2 1 0 1 2 ],14,72.680.141,1,14,[2 3 3 3 3 3 3 2 ] [3 1 1 2 1 1 ],14,3.105.036.713,5,71,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,1.519.604.144,2,11,[2 2 2 2 2 2 2 ] [1 1 3 3 2 3 1 ],14,93.062.913,1,10,[1 2 2 0 0 2 3 ] [3 3 3 3 3 0 0 ],14,37.798.463,1,4,[2 2 0 0 2 2 ] [1 1 1 1 ],10,0,0,1,0,0,1,1,1,1,1,1,1,82,779.717.195,131,2.487.724.333,7,4,4,1,2,INGENIERIA CIVIL INFORMATICA,5,A
443,8.973.619,4,7,[0 0 ] [2 2 2 2 2 ],7,1.262.207.053,3,24,[2 3 3 3 3 3 0 0 ] [1 1 ],10,224.623.946,3,23,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,12.202.067,5,14,[3 2 2 0 0 2 2 1 ] [0 1 1 1 3 3 3 3 0 ],17,48.268.271,1,3,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,127.904.152,4,11,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,1,1,0,0,0,1,1,1,0,1,1,76,7.387.739.343,82,2.052.375.793,9,7,2,3,4,INGENIERIA CIVIL INFORMATICA,4.6,A
