rut,t1,r1,p1,s1,l1,t2,r2,p2,s2,l2,t3,r3,p3,s3,l3,t4,r4,p4,s4,l4,t5,r5,p5,s5,l5,t6,r6,p6,s6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
204,473.797.133,3,7,[3 3 3 3 0 0 ] [2 ],7,2.697.634,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,4.719.128,1,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 0 2 ],16,534.351.667,2,7,[2 2 2 2 0 0 ] [3 3 3 3 3 3 3 2 2 ],15,2.757.652,1,7,[1 1 1 2 2 2 2 2 2 2 0 0 ] [],12,218.853.933,1,3,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,0,0,1,1,1,1,0,1,1,70,2.244.444.133,34,1.166.406.936,8,5,5,2,2,INGENIERIA CIVIL INFORMATICA,6.7,A
221,2.712.896.134,1,1,[3 3 3 0 ] [2 2 1 ],7,6.750.687.033,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,732.128.253,1,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,36.339.469,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,22.641.252,1,2,[1 2 2 ] [3 3 3 3 3 ],8,48.569.401,2,4,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,275.398.779,18,9.741.260.794,7,5,2,4,3,INGENIERIA CIVIL INFORMATICA,7,A
271,630.517.934,1,1,[3 3 3 0 ] [1 2 2 ],7,352.308.488,7,31,[2 3 3 3 3 ] [1 1 1 1 2 ],10,3.119.278.086,6,12,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 ] [3 0 0 2 0 0 ],24,1.152.783.037,3,3,[2 2 2 2 2 2 2 0 0 ] [3 ],10,45.548.469,1,1,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,170.018.973,8,14,[2 2 0 0 ] [1 1 1 1 1 3 3 ],11,1,1,0,1,0,0,1,1,0,1,1,1,74,1.058.133.836,62,2.206.095.774,9,5,5,2,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
289,6.784.225.333,1,6,[3 3 3 0 0 3 3 ] [],7,52.570.003,1,11,[2 3 3 3 3 3 0 0 0 ] [1 ],10,1.877.056.813,1,26,[3 0 0 0 0 0 2 3 1 1 0 3 3 3 0 0 3 3 ] [3 3 0 0 2 0 0 3 3 ],27,527.520.124,1,5,[2 2 2 2 0 0 2 2 2 ] [3 3 2 ],12,113.843.354,3,8,[1 2 2 2 2 2 ] [3 3 ],8,477.188.326,1,6,[2 2 0 0 2 2 0 0 ] [1 1 ],10,1,1,0,0,1,1,1,1,0,1,1,1,74,5.224.321.366,62,1.689.222.941,7,4,4,2,1,INGENIERIA CIVIL INDUSTRIAL,7,A
296,5.753.101.034,1,1,[3 3 3 3 0 ] [2 1 ],7,10.648.952,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,3.133.131.923,7,61,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,896.426.517,2,22,[2 2 0 0 2 2 ] [3 3 3 3 ],10,3.477.954,1,6,[1 2 2 2 ] [3 3 3 3 ],8,37.581.933,1,9,[2 2 0 3 0 2 2 0 ] [1 1 1 ],11,1,1,1,1,1,0,1,1,1,1,1,1,62,6.393.378.474,103,1.862.031.694,7,4,3,2,2,INGENIERIA CIVIL INDUSTRIAL,6.8,A
308,5.113.074.934,2,10,[0 0 0 3 1 ] [2 2 2 2 ],9,4.876.426.203,2,6,[2 3 3 3 3 ] [1 1 1 1 2 ],10,130.660.543,14,26,[0 0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],17,39.514.764,1,6,[2 2 0 0 2 2 1 1 2 2 2 2 ] [3 1 1 ],15,34.698.402,1,5,[1 2 2 2 2 2 2 2 ] [],8,2.794.866,1,4,[2 2 0 0 2 2 0 0 ] [1 1 ],10,0,1,0,0,1,1,1,1,0,0,1,1,69,3.327.173.804,57,1.395.869.137,10,6,5,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
362,3.369.983.634,1,7,[3 3 3 ] [2 2 1 1 ],7,3.223.313.203,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,698.327.593,1,7,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,65.899.048,1,6,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,107.148.493,1,4,[1 2 2 1 1 ] [1 1 1 3 3 3 3 3 ],13,59.015.771,1,4,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,1,0,0,1,1,1,1,1,1,1,70,3.678.290.397,33,129.862.453,6,4,2,2,3,INGENIERIA CIVIL INFORMATICA,7,A
370,4.405.522,1,8,[3 3 3 0 0 3 3 ] [],7,3.906.918,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,14.171.748,2,8,[0 3 0 0 0 0 2 3 ] [0 3 0 0 2 2 2 2 0 ],17,6.478.794,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,384.788,1,2,[1 2 2 ] [3 3 3 3 3 ],8,441.525,1,4,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,0,1,1,1,1,1,0,1,1,1,62,37.226.112,29,1.150.918.765,9,5,5,3,3,INGENIERIA CIVIL INFORMATICA,7,A
377,4.523.131.333,1,1,[3 3 3 0 ] [2 2 1 ],7,6.099.697.337,1,3,[2 3 3 3 3 3 3 2 ] [1 1 1 1 ],12,1.247.605.666,1,23,[3 0 0 0 0 0 2 3 ] [3 2 0 0 3 0 0 2 2 2 2 0 ],20,486.476.534,1,4,[2 2 2 2 2 2 2 ] [3 1 1 ],10,625.472.466,2,3,[1 2 2 ] [3 3 3 3 3 ],8,6.316.336,1,5,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,0,0,1,1,0,1,1,0,1,1,1,71,4.053.471.133,39,1.387.522.065,9,6,4,3,3,INGENIERIA CIVIL INDUSTRIAL,6.8,A
407,4.281.644.633,2,8,[0 0 ] [2 2 2 2 2 ],7,54.837.739,2,13,[2 3 3 3 3 ] [1 1 1 1 2 ],10,637.911.437,1,20,[0 3 0 0 0 0 2 3 0 ] [0 3 0 0 0 2 2 2 2 0 ],19,134.118.353,5,43,[2 2 2 3 0 0 2 2 ] [3 3 3 3 ],12,264.602.143,1,6,[1 2 2 2 ] [3 3 3 3 ],8,59.656.228,1,53,[2 2 2 3 3 3 0 0 0 0 0 0 ] [0 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 3 3 0 0 0 0 3 3 3 3 3 3 3 3 0 0 0 0 ],49,1,1,0,0,1,0,1,1,0,1,1,0,105,3.816.801.243,143,2.543.689.599,10,6,5,3,3,INGENIERIA CIVIL INDUSTRIAL,7,A
417,110.157.875,1,10,[3 3 3 1 3 3 0 ] [1 1 2 0 1 3 ],13,611.354.817,1,10,[2 3 3 3 3 0 0 3 ] [1 1 1 1 ],12,1.087.871.743,1,8,[0 3 0 0 2 3 0 0 2 0 3 1 1 ] [3 0 0 2 2 2 2 ],20,69.302.484,3,5,[2 2 2 2 2 2 2 ] [3 1 1 ],10,392.847.217,1,3,[1 2 2 2 2 2 2 2 ] [],8,625.688.696,1,6,[2 2 3 3 0 0 0 0 2 2 2 2 0 ] [1 ],14,0,0,0,1,1,0,1,1,0,1,1,1,77,4.512.366.063,42,1.545.785.182,6,4,2,1,2,INGENIERIA CIVIL INDUSTRIAL,6.8,A
418,76.396.852,2,17,[3 0 0 ] [2 2 2 2 ],7,708.630.962,1,12,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.649.259.872,3,23,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,351.814.918,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,823.456.896,3,4,[1 2 2 2 2 2 ] [3 3 ],8,263.996.133,1,2,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,4.561.127.301,60,140.583.672,5,4,1,2,2,INGENIERIA CIVIL INDUSTRIAL,7,A
440,139.553.465,1,35,[3 1 3 3 0 0 3 ] [2 1 1 1 0 ],12,39.215.539,1,8,[2 3 3 3 3 3 ] [1 1 1 1 ],10,979.057.574,1,10,[3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 ] [3 0 0 0 2 0 0 3 ],26,49.727.401,1,6,[2 2 0 0 0 2 2 2 2 2 2 ] [],11,65.736.874,1,5,[1 2 2 2 3 2 2 2 2 2 2 3 ] [],12,56.591.122,1,5,[2 2 3 3 0 0 2 2 2 2 ] [1 1 1 1 ],14,0,1,0,0,0,0,1,1,0,1,1,1,85,4.487.301.584,69,1.836.277.799,10,6,4,4,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
458,5.291.373.834,2,5,[3 3 3 0 0 3 3 ] [],7,7.668.105.703,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,977.103.036,1,4,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,439.564.267,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,369.912.227,1,2,[1 2 2 2 2 2 ] [3 3 ],8,14.886.341,3,9,[2 2 0 0 2 2 ] [1 1 3 2 1 1 ],12,1,1,1,1,1,0,1,1,1,1,1,1,63,4.571.161.584,27,1.236.470.714,7,4,3,2,3,INGENIERIA CIVIL INFORMATICA,7,A
23,1.199.348.037,5,11,[3 3 3 0 ] [2 2 1 ],7,34.834.133,1,8,[3 2 2 3 3 3 3 3 ] [1 1 1 1 ],12,92.657.409,2,18,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 0 2 ],16,91.290.563,1,8,[2 2 0 0 2 2 2 ] [1 1 3 3 3 0 0 ],14,1.766.565.863,9,24,[1 2 2 2 2 2 ] [3 3 ],8,2.722.659,1,9,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,0,1,0,1,1,1,1,1,1,1,1,67,542.600.085,78,1.695.180.917,10,6,5,3,3,INGENIERIA INDUSTRIAL,6.8,A
40,2.176.344.523,3,9,[3 3 3 0 ] [2 2 1 ],7,125.306.893,2,7,[2 3 3 3 3 ] [1 1 1 1 2 ],10,5.350.845.087,10,28,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,1.051.998.743,2,7,[2 2 2 2 0 0 ] [3 3 3 3 ],10,52.502.961,1,4,[1 2 2 2 ] [3 3 3 3 ],8,101.950.657,3,7,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,1.137.679.346,62,2.075.702.291,8,5,3,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
101,3.573.798.967,1,1,[3 3 0 ] [2 2 2 1 ],7,2.513.027.923,10,46,[2 3 3 3 3 ] [1 1 1 1 2 ],10,802.895.683,1,7,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,28.440.373,1,8,[2 2 2 2 2 2 2 ] [3 1 1 ],10,266.742.814,1,5,[1 2 2 2 ] [3 3 3 3 ],8,45.467.921,1,6,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,4.679.129.257,73,1.496.877.629,10,7,4,4,3,INGENIERIA CIVIL INDUSTRIAL,7,A
147,3.363.918.997,1,11,[3 3 3 3 0 0 3 ] [],7,372.065.784,1,8,[2 3 3 3 3 3 0 0 ] [0 1 1 ],11,834.643.446,1,9,[3 0 0 0 0 0 2 3 1 3 3 3 3 1 1 2 ] [],16,361.228.704,1,3,[2 2 2 2 2 2 2 ] [3 1 1 ],10,343.228.013,1,5,[1 2 2 2 2 2 2 2 ] [],8,66.728.309,1,7,[0 0 2 2 2 2 2 2 2 2 0 0 0 0 ] [2 2 2 2 ],18,1,0,1,1,1,0,1,1,1,1,1,0,70,2.914.840.937,43,1.286.236.395,8,5,4,2,3,INGENIERIA CIVIL INFORMATICA,7,A
281,1.137.887.123,1,1,[3 3 3 0 ] [2 2 1 ],7,1.715.652.737,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.642.729.816,1,10,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 2 2 0 ],18,3.353.714.854,5,14,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,868.815.583,1,4,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,211.642.504,4,11,[2 2 0 0 0 0 ] [1 1 3 3 ],10,1,1,0,0,0,1,1,1,0,1,1,1,71,1.083.522.515,43,2.066.370.303,9,6,4,3,2,INGENIERIA CIVIL INDUSTRIAL,6.8,A
21,4.611.378.537,1,3,[3 3 3 0 0 3 3 ] [],7,36.897.676,1,5,[2 3 3 3 3 3 0 0 ] [1 1 ],10,1.098.766.143,1,3,[0 3 0 0 0 0 2 1 3 1 3 3 3 ] [3 0 0 2 ],17,125.408.891,2,4,[2 2 2 2 2 2 2 ] [1 1 3 1 ],11,71.995.638,1,2,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,119.359.238,3,7,[2 2 0 0 2 2 0 ] [0 1 1 1 ],11,1,1,0,0,0,0,1,1,0,1,1,1,68,5.096.518.427,24,1.348.448.273,10,7,4,4,3,INGENIERIA CIVIL INFORMATICA,7,A
70,8.485.770.167,2,24,[2 3 3 3 3 3 3 0 0 ] [2 ],10,20.646.623,1,14,[2 3 3 3 3 3 0 0 0 0 ] [],10,540.970.823,1,16,[0 3 0 0 0 0 2 3 1 3 3 3 3 2 ] [3 0 0 2 ],18,483.358.524,2,28,[2 2 2 0 0 2 0 0 2 2 2 ] [3 3 2 ],14,938.084.536,3,41,[0 1 1 2 2 1 1 1 0 0 ] [1 1 3 3 3 3 3 0 0 ],19,371.971.051,2,14,[2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [],14,0,1,0,0,0,0,1,1,0,1,0,1,85,3.389.428.181,137,2.147.008.634,9,5,4,2,2,INGENIERIA CIVIL INFORMATICA,7,A
161,4.155.519.867,1,6,[3 3 0 0 0 3 0 3 3 ] [],9,92.395.405,1,19,[2 2 3 3 2 3 3 3 1 3 0 3 3 ] [1 1 1 1 ],17,1.046.967.193,1,15,[0 3 3 2 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],18,112.314.214,1,7,[1 1 3 3 2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],18,53.373.478,1,4,[1 2 2 1 1 ] [1 2 2 1 3 3 3 3 3 3 ],15,79.876.768,2,11,[2 2 0 0 0 0 2 ] [1 1 3 ],10,0,0,0,0,0,1,1,0,0,0,0,1,87,484.211.783,62,1.859.489.082,8,4,5,2,2,INGENIERIA CIVIL INFORMATICA,7,A
389,7.381.305.333,2,19,[3 0 0 2 3 ] [2 2 2 2 ],9,5.364.404,1,12,[2 2 3 2 2 3 3 3 3 3 3 ] [1 1 1 1 ],15,16.024.156,2,20,[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,1.123.378.333,2,9,[1 1 2 2 0 0 2 2 2 2 3 2 2 ] [3 1 1 3 2 0 0 0 ],21,862.936.134,1,7,[1 2 3 2 2 1 1 ] [1 1 3 3 3 3 3 ],14,11.372.172,4,13,[2 2 3 3 0 0 2 2 2 2 0 ] [1 1 1 ],14,0,0,1,0,0,0,1,1,1,0,1,1,89,60.005.182,80,2.113.417.926,9,6,3,4,3,INGENIERIA CIVIL INFORMATICA,6.9,A
406,5.203.975.933,1,1,[3 3 3 3 0 0 3 ] [],7,112.311.194,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.519.172.043,1,19,[3 0 0 0 0 0 0 2 2 0 3 3 0 0 1 1 1 1 1 1 3 3 3 3 3 3 3 ] [3 0 0 0 2 0 0 3 3 3 3 1 1 1 1 1 1 ],44,615.378.244,1,3,[2 2 2 2 0 0 1 ] [3 3 3 3 1 ],12,60.971.357,1,3,[1 2 2 1 0 ] [3 3 3 3 3 ],10,1.822.303.993,3,10,[2 2 0 0 2 2 2 ] [2 2 2 2 1 1 1 1 3 3 3 ],18,1,1,0,0,0,0,1,1,0,1,1,0,101,7.210.077.383,41,2.182.365.118,10,7,4,4,3,INGENIERIA CIVIL INDUSTRIAL,7,A
466,62.517.913,1,1,[3 3 3 0 3 0 ] [2 ],7,1.515.696.807,2,7,[2 3 3 3 3 3 0 0 ] [3 1 1 2 ],12,1.942.038.727,1,6,[0 3 0 0 0 2 0 2 3 ] [3 0 0 2 2 2 2 0 ],17,1.317.692.973,2,7,[2 2 0 0 2 2 ] [3 3 3 3 3 2 ],12,567.177.977,1,3,[1 2 2 2 ] [3 3 3 3 ],8,5.810.116,1,5,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,0,0,0,1,1,1,1,0,1,1,1,66,6.548.797.214,29,1.487.340.221,11,7,5,4,3,INGENIERIA CIVIL INDUSTRIAL,6.8,A
206,3.494.743.963,1,1,[3 3 3 0 ] [2 2 1 ],7,234.384.876,3,8,[2 3 3 3 3 3 ] [2 1 1 1 1 ],11,957.271.594,1,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,44.480.365,1,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,498.301.703,1,7,[1 2 2 2 ] [3 3 3 3 3 2 ],10,51.813.249,1,6,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,0,1,1,0,1,1,1,1,1,1,1,64,5.111.832.593,30,1.322.953.579,4,3,1,1,1,INGENIERIA CIVIL INDUSTRIAL,6.4,R
423,421.797.067,1,6,[3 3 3 0 ] [2 2 1 ],7,7.400.588,1,11,[2 3 0 3 3 3 ] [1 1 1 1 2 ],11,40.553.838,5,37,[0 3 0 0 0 0 2 0 3 1 0 1 2 3 1 3 3 3 3 1 1 ] [3 ],22,910.270.533,1,9,[2 2 0 0 0 2 2 2 2 2 1 1 ] [1 1 3 3 2 ],17,13.179.976,1,8,[1 1 2 2 0 2 2 1 1 ] [1 1 3 3 3 3 3 ],16,640.995,1,14,[2 2 3 3 0 0 2 2 2 2 0 0 3 ] [1 1 3 ],16,1,0,0,0,0,0,1,1,0,0,0,0,89,80.865.028,85,2.345.321.277,5,4,1,3,3,INGENIERIA CIVIL INFORMATICA,4,R
85,1.140.689.204,2,2,[3 3 3 3 ] [1 2 1 ],7,140.696.761,2,7,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.368.372.856,1,32,[0 3 0 0 0 2 0 2 0 3 3 ] [3 0 0 2 0 2 3 3 0 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 0 2 0 0 0 0 0 ],43,1.186.032.007,5,22,[2 2 0 0 2 2 2 2 2 2 ] [2 2 ],12,648.950.127,2,6,[1 2 2 2 2 2 2 2 ] [],8,1.327.065.746,3,28,[2 2 0 0 0 0 2 2 2 ] [1 1 2 ],12,1,1,0,0,1,0,1,1,0,1,1,1,92,807.807.755,97,2.465.838.748,6,4,2,3,3,INGENIERIA CIVIL INFORMATICA,5.8,R
263,7.429.605.333,1,9,[3 3 3 0 3 3 ] [1 ],7,48.764.065,1,10,[2 3 3 3 3 3 0 0 ] [1 1 ],10,1.052.443.173,1,14,[3 3 3 3 3 3 3 3 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 1 1 1 ],24,68.112.973,2,16,[2 2 2 2 0 0 2 2 2 2 ] [],10,31.214.986,1,13,[1 1 1 1 2 2 2 2 2 2 2 ] [1 1 ],13,34.598.138,1,11,[2 2 0 0 2 0 2 0 0 0 0 ] [],11,1,1,0,1,0,0,1,1,0,1,1,1,75,3.622.305.326,73,1.617.986.976,5,3,2,1,2,INGENIERIA EN COMPUTACION E INFORMATICA,4.9,R
